Unnamed: 0,link,created_at,scraped_at
8610,https://www.fincaraiz.com.co/apartamento-en-venta/191304929,2024-11-10 15:49:07.109683,
8611,https://www.fincaraiz.com.co/apartamento-en-venta/191303996,2024-11-10 15:49:07.112750,
8612,https://www.fincaraiz.com.co/apartamento-en-venta/10445574,2024-11-10 15:49:07.115080,
8613,https://www.fincaraiz.com.co/apartamento-en-venta/10873177,2024-11-10 15:49:07.117438,
8614,https://www.fincaraiz.com.co/apartamento-en-venta/11025312,2024-11-10 15:49:07.119828,
8615,https://www.fincaraiz.com.co/apartamento-en-venta/10727403,2024-11-10 15:49:07.121966,
8616,https://www.fincaraiz.com.co/apartamento-en-venta/10861196,2024-11-10 15:49:07.124033,
8617,https://www.fincaraiz.com.co/apartamento-en-venta/191411895,2024-11-10 15:49:07.126141,
8618,https://www.fincaraiz.com.co/apartamento-en-venta/191267917,2024-11-10 15:49:07.128509,
8619,https://www.fincaraiz.com.co/apartamento-en-venta/11026300,2024-11-10 15:49:07.130665,
8620,https://www.fincaraiz.com.co/apartamento-en-venta/191463429,2024-11-10 15:49:07.133176,
8621,https://www.fincaraiz.com.co/apartamento-en-venta/10600370,2024-11-10 15:49:07.135795,
8622,https://www.fincaraiz.com.co/apartamento-en-venta/11026113,2024-11-10 15:49:07.138148,
8623,https://www.fincaraiz.com.co/apartamento-en-venta/191610253,2024-11-10 15:49:07.140581,
8624,https://www.fincaraiz.com.co/apartamento-en-venta/191405480,2024-11-10 15:49:07.142850,
8625,https://www.fincaraiz.com.co/apartamento-en-venta/191541234,2024-11-10 15:49:07.144811,
8626,https://www.fincaraiz.com.co/apartamento-en-venta/191254018,2024-11-10 15:49:07.146780,
8627,https://www.fincaraiz.com.co/apartamento-en-venta/11024416,2024-11-10 15:49:07.148631,
8628,https://www.fincaraiz.com.co/apartamento-en-venta/11026487,2024-11-10 15:49:07.150656,
8629,https://www.fincaraiz.com.co/apartamento-en-venta/191364436,2024-11-10 15:49:07.152790,
8630,https://www.fincaraiz.com.co/apartamento-en-venta/10947235,2024-11-10 15:49:07.154580,
8631,https://www.fincaraiz.com.co/apartamento-en-venta/191282147,2024-11-10 16:25:53.942096,
8632,https://www.fincaraiz.com.co/apartamento-en-venta/11065820,2024-11-10 16:25:53.944799,
8633,https://www.fincaraiz.com.co/apartamento-en-venta/10936746,2024-11-10 16:25:53.946624,
8634,https://www.fincaraiz.com.co/apartamento-en-venta/10259827,2024-11-10 16:25:53.948409,
8635,https://www.fincaraiz.com.co/apartamento-en-venta/7557459,2024-11-10 16:25:53.950638,
8636,https://www.fincaraiz.com.co/apartamento-en-venta/11104891,2024-11-10 16:25:53.953116,
8637,https://www.fincaraiz.com.co/apartamento-en-venta/191426958,2024-11-10 16:25:53.954977,
8638,https://www.fincaraiz.com.co/apartamento-en-venta/10651563,2024-11-10 16:25:53.956667,
8639,https://www.fincaraiz.com.co/apartamento-en-venta/10707791,2024-11-10 16:25:53.958685,
8640,https://www.fincaraiz.com.co/apartamento-en-venta/10556926,2024-11-10 16:25:53.960477,
8641,https://www.fincaraiz.com.co/apartamento-en-venta/7892799,2024-11-10 16:25:53.962056,
8642,https://www.fincaraiz.com.co/apartamento-en-venta/191587856,2024-11-10 16:25:53.963599,
8643,https://www.fincaraiz.com.co/apartamento-en-venta/191436961,2024-11-10 16:25:53.965094,
8644,https://www.fincaraiz.com.co/apartamento-en-venta/10373960,2024-11-10 16:25:53.966968,
8645,https://www.fincaraiz.com.co/apartamento-en-venta/191400883,2024-11-10 16:25:53.968768,
8646,https://www.fincaraiz.com.co/apartamento-en-venta/191404650,2024-11-10 16:25:53.970315,
8647,https://www.fincaraiz.com.co/apartamento-en-venta/10892204,2024-11-10 16:25:53.971854,
8648,https://www.fincaraiz.com.co/apartamento-en-venta/10883851,2024-11-10 16:25:53.973440,
8649,https://www.fincaraiz.com.co/apartamento-en-venta/191269225,2024-11-10 16:25:53.975432,
8650,https://www.fincaraiz.com.co/apartamento-en-venta/7584613,2024-11-10 16:25:53.977433,
8651,https://www.fincaraiz.com.co/apartamento-en-venta/10689516,2024-11-10 16:25:53.979385,
8652,https://www.fincaraiz.com.co/apartamento-en-venta/10875154,2024-11-10 15:55:54.457211,
8653,https://www.fincaraiz.com.co/apartamento-en-venta/11025745,2024-11-10 15:55:54.460598,
8654,https://www.fincaraiz.com.co/apartamento-en-venta/11104500,2024-11-10 15:55:54.463409,
8655,https://www.fincaraiz.com.co/apartamento-en-venta/10860854,2024-11-10 15:55:54.466372,
8656,https://www.fincaraiz.com.co/apartamento-en-venta-bogota-usaquen/6317479,2024-11-10 15:55:54.468931,
8657,https://www.fincaraiz.com.co/apartamento-en-venta/191449701,2024-11-10 15:55:54.471274,
8658,https://www.fincaraiz.com.co/apartamento-en-venta/191473263,2024-11-10 15:55:54.473723,
8659,https://www.fincaraiz.com.co/apartamento-en-venta/191363856,2024-11-10 15:55:54.476200,
8660,https://www.fincaraiz.com.co/apartamento-en-venta/191267034,2024-11-10 15:55:54.478258,
8661,https://www.fincaraiz.com.co/apartamento-en-venta/191510425,2024-11-10 15:55:54.479861,
8662,https://www.fincaraiz.com.co/apartamento-en-venta/191301395,2024-11-10 15:55:54.481431,
8663,https://www.fincaraiz.com.co/apartamento-en-venta/191558842,2024-11-10 15:55:54.483022,
8664,https://www.fincaraiz.com.co/apartamento-en-venta/191296601,2024-11-10 15:55:54.484893,
8665,https://www.fincaraiz.com.co/apartamento-en-venta/191287007,2024-11-10 15:55:54.486707,
8666,https://www.fincaraiz.com.co/apartamento-en-venta/191412036,2024-11-10 15:55:54.488906,
8667,https://www.fincaraiz.com.co/apartamento-en-venta/7937113,2024-11-10 15:55:54.490894,
8668,https://www.fincaraiz.com.co/apartamento-en-venta/191284683,2024-11-10 15:55:54.492794,
8669,https://www.fincaraiz.com.co/apartamento-en-venta/11111396,2024-11-10 15:55:54.495072,
8670,https://www.fincaraiz.com.co/apartamento-en-venta/11091127,2024-11-10 15:55:54.496982,
8671,https://www.fincaraiz.com.co/apartamento-en-venta/191630877,2024-11-10 15:55:54.498747,
8672,https://www.fincaraiz.com.co/apartamento-en-venta/10445553,2024-11-10 15:55:54.500579,
8673,https://www.fincaraiz.com.co/apartamento-en-venta/10255456,2024-11-10 16:28:02.618133,
8674,https://www.fincaraiz.com.co/apartamento-en-venta/10842519,2024-11-10 16:28:02.620144,
8675,https://www.fincaraiz.com.co/apartamento-en-venta/191338563,2024-11-10 16:28:02.621785,
8676,https://www.fincaraiz.com.co/apartamento-en-venta/191524221,2024-11-10 16:28:02.623586,
8677,https://www.fincaraiz.com.co/apartamento-en-venta/191576844,2024-11-10 16:28:02.625910,
8678,https://www.fincaraiz.com.co/apartamento-en-venta/191583610,2024-11-10 16:28:02.627875,
8679,https://www.fincaraiz.com.co/apartamento-en-venta-bogota/7420292,2024-11-10 16:28:02.629893,
8680,https://www.fincaraiz.com.co/apartamento-en-venta/191550918,2024-11-10 16:28:02.631697,
8681,https://www.fincaraiz.com.co/apartamento-en-venta/10871477,2024-11-10 16:28:02.633550,
8682,https://www.fincaraiz.com.co/apartamento-en-venta/8019652,2024-11-10 16:28:02.635562,
8683,https://www.fincaraiz.com.co/apartamento-en-venta/191403880,2024-11-10 16:28:02.637324,
8684,https://www.fincaraiz.com.co/apartamento-en-venta/191447636,2024-11-10 16:28:02.639000,
8685,https://www.fincaraiz.com.co/apartamento-en-venta-bogota-chapinero-central/7469543,2024-11-10 16:28:02.641076,
8686,https://www.fincaraiz.com.co/apartamento-en-venta/191657695,2024-11-10 16:28:02.642984,
8687,https://www.fincaraiz.com.co/apartamento-en-venta/10992814,2024-11-10 16:28:02.644776,
8688,https://www.fincaraiz.com.co/apartamento-en-venta/191593957,2024-11-10 16:28:02.646473,
8689,https://www.fincaraiz.com.co/apartamento-en-venta/191359802,2024-11-10 16:28:02.648206,
8690,https://www.fincaraiz.com.co/apartamento-en-venta/11112272,2024-11-10 16:28:02.650096,
8691,https://www.fincaraiz.com.co/apartamento-en-venta-bogota-barrancas/6858661,2024-11-10 16:28:02.651722,
8692,https://www.fincaraiz.com.co/apartamento-en-venta/7849778,2024-11-10 16:28:02.653303,
8693,https://www.fincaraiz.com.co/apartamento-en-venta/10936419,2024-11-10 16:28:02.655031,
8694,https://www.fincaraiz.com.co/apartamento-en-venta/10998262,2024-11-10 16:27:11.652704,
8695,https://www.fincaraiz.com.co/apartamento-en-venta/191610694,2024-11-10 16:27:11.654725,
8696,https://www.fincaraiz.com.co/apartamento-en-venta/191437968,2024-11-10 16:27:11.656373,
8697,https://www.fincaraiz.com.co/apartamento-en-venta/10508070,2024-11-10 16:27:11.658265,
8698,https://www.fincaraiz.com.co/apartamento-en-venta/191626138,2024-11-10 16:27:11.660003,
8699,https://www.fincaraiz.com.co/apartamento-en-venta/10740854,2024-11-10 16:27:11.661688,
8700,https://www.fincaraiz.com.co/apartamento-en-venta/191622498,2024-11-10 16:27:11.663284,
8701,https://www.fincaraiz.com.co/apartamento-en-venta/11033998,2024-11-10 16:27:11.664960,
8702,https://www.fincaraiz.com.co/apartamento-en-venta/10766936,2024-11-10 16:27:11.666614,
8703,https://www.fincaraiz.com.co/apartamento-en-venta/191347738,2024-11-10 16:27:11.668183,
8704,https://www.fincaraiz.com.co/apartamento-en-venta/191476905,2024-11-10 16:27:11.669969,
8705,https://www.fincaraiz.com.co/apartamento-en-venta/7947022,2024-11-10 16:27:11.671644,
8706,https://www.fincaraiz.com.co/apartamento-en-venta/191595671,2024-11-10 16:27:11.673350,
8707,https://www.fincaraiz.com.co/apartamento-en-venta/191162554,2024-11-10 16:27:11.675325,
8708,https://www.fincaraiz.com.co/apartamento-en-venta/191661074,2024-11-10 16:27:11.676893,
8709,https://www.fincaraiz.com.co/apartamento-en-venta/191491462,2024-11-10 16:27:11.678460,
